studyName,Sample Number,Species,Region,Island,Stage,Individual ID,Clutch Completion,Date Egg,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Delta 15 N (o/oo),Delta 13 C (o/oo),Comments
PAL0910,137,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N78A1,Yes,11/16/09,35.6,17.5,191.0,3175.0,8.759839999999999,-25.976960000000002,
PAL0910,138,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N78A2,Yes,11/16/09,40.2,20.1,200.0,3975.0,8.95998,-26.326009999999997,
PAL0910,139,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N79A1,No,11/16/09,37.0,16.5,185.0,3400.0,8.61651,-26.07021,Nest never observed with full clutch.
PAL0910,140,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N79A2,No,11/16/09,39.7,17.9,193.0,4250.0,9.25769,-25.88798,Nest never observed with full clutch.
PAL0910,141,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N80A1,Yes,11/14/09,40.2,17.1,193.0,3400.0,9.2881,-25.54976,
PAL0910,142,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N80A2,Yes,11/14/09,40.6,17.2,187.0,3475.0,9.23408,-26.01549,
PAL0910,143,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N81A1,Yes,11/16/09,32.1,15.5,188.0,3050.0,8.79787,-26.61075,
PAL0910,144,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N81A2,Yes,11/16/09,40.7,17.0,190.0,3725.0,9.05674,-25.795289999999998,
PAL0910,145,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N82A1,Yes,11/16/09,37.3,16.8,192.0,3000.0,9.06829,-25.85203,
PAL0910,146,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N82A2,Yes,11/16/09,39.0,18.7,185.0,3650.0,9.22033,-26.03442,
PAL0910,147,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N83A1,Yes,11/13/09,39.2,18.6,190.0,4250.0,9.11006,-25.79549,
PAL0910,148,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N83A2,Yes,11/13/09,36.6,18.4,184.0,3475.0,8.687439999999999,-25.8306,
PAL0910,149,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N84A1,Yes,11/17/09,36.0,17.8,195.0,3450.0,8.94332,-25.79189,
PAL0910,150,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N84A2,Yes,11/17/09,37.8,18.1,193.0,3750.0,8.97533,-26.03495,
PAL0910,151,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N85A1,Yes,11/17/09,36.0,17.1,187.0,3700.0,8.93465,-26.07081,
PAL0910,152,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",N85A2,Yes,11/17/09,41.5,18.5,201.0,4000.0,8.8964,-26.069670000000002,
